,Song,Artist,Year,Genre-group,Lyrics
10,Cooler Than Me - Single Mix,Mike Posner,2010,pop,"If I could write you a song
And make you fall in love
I would already have you up under my arm.
I used up all of my tricks,
I hope that you like this.
But you probably won't.
You think you're cooler than me. You got designer shades,
Just to hide your face
And you wear them around like you're cooler than me.
And you never say ""Hey""
Or ""Remember my name?""
And it's probably 'cause you think you're cooler than me. You got your high brow,
Shoes on your feet,
And you wear them around
Like they ain't shit.
But you don't know the way that you look,
When your
steps
make
that
much
noise. Shh
I got you all figured out,
You need everyone's eyes just to feel seen.
Behind your make-up nobody knows who you even are
Who do you think that you are? If I could write you a song
And make you fall in love
I would already have you up under my arm.
I used up all of my tricks,
I hope that you like this.
But you probably won't.
You think you're cooler than me. You got designer shades
Just to hide your face
And you wear them around like you're cooler than me.
And you never say ""Hey""
Or ""Remember my name?""
It's probably 'cause you think you're cooler than me. You got your high brow,
Switch in your walk,
And you don't even look when you pass by.
But you don't know the way that you look
When your
steps
make
that
much
noise.
Shh.! I got you all figured out,
You need everyone's eyes just to feel seen.
Behind your make-up nobody knows who you even are
Who do you think that you are? 'Cause it sure seems ('cause it sure seems)
You got no doubts (that you got no doubts)
But we all see (we all see)
You got your head in the clouds If I could write you a song
And make you fall in love
I would already have you up under my arm.
I used up all of my tricks,
I hope that you like this.
But you probably won't.
You think you're cooler than me. You got designer shades,
Just to hide your face
And you wear them around like you're cooler than me.
And you never say ""Hey""
Or ""Remember my name?""
It's probably 'cause you think you're cooler than me. "
11,Telephone,Lady Gaga,2010,pop,"Hello, hello, baby
You called, I can't hear a thing
I have got no service in the club, you say, say?
Wha-wha-what did you say, huh?
You're breaking up on me
Sorry, I cannot hear you, I'm kinda busy
K-kinda busy, k-kinda busy
Sorry, I cannot hear you, I'm kinda busy Just a second
It's my favorite song they're gonna play
And I cannot text you with a drink in my hand, eh?
You should've made some plans with me
You knew that I was free
And now you won't stop calling me, I'm kinda busy Stop calling, stop calling
I don't wanna think anymore
I got my head and my heart on the dance floor
Stop calling, stop calling
I don't wanna talk anymore
I got my head and my heart on the dance floor Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
Stop telephoning me
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
I'm busy
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
Stop telephoning me
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh Can call all you want, but there's no one home
And you're not gonna reach my telephone
Out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone Call when you want, but there's no one home
And you're not gonna reach my telephone
Out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone Boy, the way you blowing up my phone
Won't make me leave no faster
Put my coat on faster
Leave my girls no faster
I should've left my phone at home
'Cause this is a disaster
Calling like a collector
Sorry, I cannot answer Not that I don't like you, I'm just at a party
And I am sick and tired of my phone r-ringing
Sometimes I feel like I live in Grand Central Station
Tonight I'm not taking no calls 'cause I'll be dancing
'Cause I'll be dancing, 'cause I'll be dancing
Tonight I'm not taking no calls 'cause I'll be dancing Stop calling, stop calling
I don't wanna think anymore
I got my head and my heart on the dance floor
Stop calling, stop calling
I don't wanna talk anymore
I got my head and my heart on the dance floor Stop calling, stop calling
I don't wanna think anymore
I got my head and my heart on the dance floor
Stop calling, stop calling
I don't wanna talk anymore
I got my head and my heart on the dance floor Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
Stop telephoning me
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
I'm busy
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
Stop telephoning me
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh Can call all you want, but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone Call when you want, but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone My telephone, m-m-my telephone
'Cause I'm out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone My telephone, m-m-my telephone
'Cause I'm out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone We're sorry (we're sorry)
The number you have reached is not in service at this time
Please check the number, or try your call again "
12,Like A G6,Far East Movement,2010,pop,"Popping bottles in the ice, like a blizzard
When we drink we do it right gettin slizzard
Sippin sizzurp in my ride, like Three 6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6 Gimme that Mo-Moet
Gimme that Cry-Crystal
Ladies love my style, at my table gettin wild
Get them bottles Popping, we get that drip and that drop
Now give me 2 more bottles cause you know it don't stop (808) Hell Yeah
Drink it up, drink-drink it up,
When sober girls around me, they be acting like they drunk
They be acting like they drunk, acting-acting like they drunk
When sober girls around me, they be acting like they drunk Popping bottles in the ice, like a blizzard
When we drink we do it right gettin slizzard
Sippin sizzurp in my ride, like Three 6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6 Sippin on, sippin on sizz, Ima ma-make it fizz
Girl I keep it gangsta, Popping bottles at the crib
This is how we live, every single night
Take that bottle to the head, and let me see you fly (808) Hell Yeah
Drink it up, drink-drink it up,
When sober girls around me, they be acting like they drunk
They be acting like they drunk, acting-acting like they drunk
When sober girls around me, they be acting like they drunk Popping bottles in the ice, like a blizzard
When we drink we do it right gettin slizzard
Sippin sizzurp in my ride, like Three 6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6 Its that 808 bump, make you put yo hands up
Make you put yo hands up, put yo, put yo hands up
(You can't touch this)
Its that 808 bump, make you put yo hands up
Make you put yo hands up, put yo, put yo hands up
(You can't touch this)
Hell Yeah, Make you put yo hands up,
Make you put yo hands up, put yo put yo hands up
Hell Yeah, Make you put yo hands up
Make you put yo hands up, put yo put yo hands up Popping bottles in the ice, like a blizzard
When we drink we do it right gettin slizzard
Sippin sizzurp in my ride, like Three 6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6
Like a G6, Like a G6
Now I'm feeling so fly like a G6 "
13,Eenie Meenie,Sean Kingston,2010,pop,"Eenie Meenie Miney Mo
Catch a bad chick by her toe
If she holla (if, if, if she holla) let her go
She's indecisive
She can't decide
She keeps on looking
From left to right
Girl, come a bit closer
Look in my eyes
Searching is so wrong, I'm Mr.Right
You seem like the type
To love 'em and leave 'em
And disappear right after the song
So give me the night
To show you, hold you
Don't leave me out here dancing alone
You can't make up your mind mind mind mind mind
Please don't waste my time time time time time
I'm not tryin to rewind wind wind wind wind
I wish our hearts could come together as one
But shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova Shawty is a eenie meenie miney mo lova Shawty is a eenie meenie miney mo lova (oooh) Let me show you what your missin
Paradise
With me you're winnin girl
You don't have to roll the dice
Tell me what you're really here for (here for)
Them other guys
I can see right through ya
You seem like the type
To love 'em and leave 'em
And disappear right after the song
So give me the night
To show you and hold you
Don't leave me out here dancing alone
Can't make up your mind mind mind mind mind
Please don't waste my time time time time time
Not trying to rewind wind wind wind wind
I wish our hearts could come together as one
But shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova (Woah) Eenie Meenie Miney Mo
Catch a bad chick by her toe
If she holla (if, if, if she holla) let her go
Eenie Meenie Miney Mo
Catch a bad chick by her toe
If she holla (holla holla) let let let her go
Shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova (Yeah yeah yeah)
Shawty is a eenie meenie miney mo lova (oooooohh)
Shawty is a eenie meenie miney mo lova (here we go)
Can't make up your mind mind mind mind mind
Please don't waste my time time time time time
I'm not trying to rewind wind wind wind wind
I wish our hearts could come together as one
But shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova
Shawty is a eenie meenie miney mo lova
Woah "
14,Alejandro,Lady Gaga,2010,pop,"I know that we are young
And I know that you may love me
But I just can't be with you like this anymore
Alejandro She's got both hands in her pocket
And she won't look at you, won't look at you
She hides true love en su bolsillo
She's got a halo around her finger, around you You know that I love you, boy
Hot like Mexico, rejoice
At this point, I've gotta choose
Nothing to lose Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro Stop, please, just let me go
Alejandro, just let me go She's not broken, she's just a baby
But her boyfriend's like her dad, just like a dad
And all those flames that burned before him
Now he's gotta firefight, got cool the bad You know that I love you, boy
Hot like Mexico, rejoice
At this point, I've gotta choose
Nothing to lose Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro Don't bother me, don't bother me, Alejandro
Don't call my name, don't call my name, bye, Fernando
I'm not your babe, I'm not your babe, Alejandro
Don't wanna kiss, don't wanna touch, Fernando Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro
Alejandro, Alejandro
Ale-Alejandro, Ale-Alejandro Don't call my name, don't call my name, Alejandro
I'm not your babe, I'm not your babe, Fernando
Don't wanna kiss, don't wanna touch
Just smoke my cigarette and hush
Don't call my name, don't call my name, Roberto Alejandro "
15,Your Love Is My Drug,Kesha,2010,pop,"Maybe I need some rehab
Oh, maybe just need some sleep
I got a sick obsession
I'm seeing it in my dreams I'm looking down every alley
I'm makin' those desperate calls
I'm staying up all night hoping
Hittin' my head against the wall What you got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love Won't listen to any advice
Momma's telling me I should think twice
Better left to my own devices
I'm addicted, it's a crisis My friends think I've gone crazy
My judgment's getting kinda hazy
My steeze is gonna be affected
If I keep it up like a lovesick crackhead What you got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love I don't care what people say
The rush is worth the price I pay
I get so high when you're with me
But crash and crave you when you leave Hey, so I gotta question
Do you wanna have a slumber party in my basement?
Do I make your heart beat like an 808 drum?
Is my love with your drug? Your drug, your drug
Your drug, is my love your drug?
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
Hey, hey, so
Your love, your love, your love, your love is my drug "
16,Whataya Want from Me,Adam Lambert,2010,pop,"Hey, slow it down
Whataya want from me?
Whataya want from me? Yeah, I'm afraid
Whataya want from me?
Whataya want from me? There might've been a time when I would give myself away
Oh, once upon a time I didn't give a damn But now, here we are
So whataya want from me?
Whataya want from me? Just don't give up, I am working it out
Please don't give in, I won't let you down
It messed me up, need a second to breathe
Just keep coming around Hey, whataya want from me?
Whataya want from me?
Whataya want from me? Yeah (yeah)
It's plain to see (it's plain to see)
That, baby, you're beautiful
And there's nothing wrong with you It's me, I'm a freak (yeah)
But thanks for loving me
'Cause you're doing it perfectly Yeah, there might've been a time when I would let you slip away
I wouldn't even try, but I think you could save my life Just don't give up, I am working it out
Please don't give in, I won't let you down
It messed me up, need a second to breathe
Just keep coming around
Hey, whataya want from me? Whataya want from me?
Whataya want from me?
Whataya want from me?
Whataya want from me? Just don't give up on me
I won't let you down
No, I won't let you down So, just don't give up, I am working it out
Please don't give in, I won't let you down
It messed me up (it messed me up)
Need a second to breathe
Just keep coming around
Hey, whataya want from me? Just don't give up, I am working it out
Please don't give in, I won't let you down
It messed me up, need a second to breathe
Just keep coming around
Hey, whataya want from me? Whataya want from me?
Whataya want from me?
Whataya want from me?
Whataya want from me?
Whataya want from me? "
17,Take It Off,Kesha,2010,pop,"There's a place downtown
Where the freaks all come around.
It's a hole in the wall.
It's a dirty free for all. When the dark
Of the night comes around.
That's the time
That the animal comes alive.
Looking for
Something wild. And now we lookin' like pimps
In my gold Trans-Am.
Got a water bottle full of whiskey
In my handbag.
Got my drunk text on
I'll regret it in the mornin'
But tonight
I don't give a
I don't give a
I don't give a There's a place downtown
Where the freaks all come around.
It's a hole in the wall.
It's a dirty free for all. And they turn me on.
When they Take It Off.
When they Take It Off.
Everybody Take It Off. There's a place I know
If you're looking for a show.
Where they go hardcore
And there's glitter on the floor. And they turn me on.
When they Take It Off.
When they Take It Off.
Everybody Take It Off. Lose your mind.
Lose it now.
Lose your clothes
In the crowd.
We're delirious.
Tear it down
'Til the sun comes back around. N-now we're getting so smashed.
Knocking over trash cans.
Everybody breakin' bottles
It's a filthy hot mess.
Gonna get laid
I'm not the designated
Driver so
I don't give a
I don't give a
I don't give a There's a place downtown
Where the freaks all come around.
It's a hole in the wall.
It's a dirty free for all. And they turn me on.
When they Take It Off.
When they Take It Off.
Everybody Take It Off. There's a place I know
If you're looking for a show.
Where they go hardcore
And there's glitter on the floor. And they turn me on.
When they Take It Off.
When they Take It Off.
Everybody Take It Off. Oh, oh, oh! EVERYBODY TAKE IT OFF! Oh, Oh, Oh! EVERYBODY TAKE IT OFF! Right now! TAKE IT OFF!
Right now! TAKE IT OFF!
Right now! TAKE IT OFF! Oooh.
Right now! TAKE IT OFF! EVERYBODY TAKE IT OFF!
There's a place downtown
Where the freaks all come around.
It's a hole in the wall.
It's a dirty free for all.
And they turn me on.
When they Take It Off.
When they Take It Off.
Everybody Take It Off.
There's a place I know
If you're looking for a show.
Where they go hardcore
And there's glitter on the floor.
And they turn me on.
When they Take It Off.
When they Take It Off.
Everybody Take It Off. "
18,Misery,Maroon 5,2010,pop,"Oh-yeah, oh-yeah So scared of breaking it that you won't let it bend
And I wrote two hundred letters I will never send
Sometimes these cuts are so much deeper then they seem
You'd rather cover up, I'd rather let them bleed So let me be and I'll set you free, oh-yeah I am in misery
There ain't nobody who can comfort me, oh-yeah
Why won't you answer me?
The silence is slowly killing me, oh-yeah Girl you really got me bad, you really got me bad
Now I'm gonna get you back, I'm gonna get you back Your salty skin and how, it mixes in with mine
The way it feels to be completely intertwined
Not that I didn't care it's that I didn't know
It's not what I didn't feel, it's what I didn't show So let me be and I'll set you free I am in misery
There ain't nobody who can comfort me, oh-yeah
Why won't you answer me?
The silence is slowly killing me, oh-yeah Girl you really got me bad, you really got me bad
Now I'm gonna get you back, now I'm gonna get you back, yeah You say your faith is shaken
And you may be mistaken
You keep me wide awake and waiting for the sun
I'm desperate and confused
So far away from you
And I'm getting near, I don't care where I have to run Why do you do what you do to me, yeah
Why won't you answer me, answer me, yeah
Why do you do what you do to me, yeah
Why won't you answer me, answer me, yeah I am in misery
There ain't nobody who can comfort me, oh-yeah
Why won't you answer me?
The silence is slowly killing me, oh-yeah Girl you really got me bad, you really got me bad
Now I'm gonna get you back, now I'm gonna get you back Girl you really got me bad, you really got me bad
Now I'm gonna get you back, I'm gonna get you back Girl you really got me bad, you really got me bad
Now I'm gonna get you back, I'm gonna get you back Girl you really got me bad, you really got me bad
Now I'm gonna get you back, I'm gonna get you back "
19,All The Right Moves,OneRepublic,2010,pop,"All the right friends in all the right places, So yeah, we're goin' down
They got all the right moves in all the right faces, So yeah, we're goin' down Let's paint the picture of the perfect place
They got it better than what anyone's told you They'll be the King of Hearts, and you're the Queen of Spades Then we'll fight for you like we were your soldiers I know we got it good, but they got it made And their grass is getting greener each day I know things are looking up, but soon they'll take us down Before anybody's knowin' our name
They got all the right friends in all the right places, So yeah, we're goin' down They got all the right moves in all the right faces, So yeah, we're goin' down
They say everybody knows, everybody knows where we're goin',
Yeah, we're goin' down They say everybody knows, everybody knows where we're goin',
Yeah, we're goin' down Do you think I'm special? Do you think I'm nice, am I bright enough to shine in your spaces? Between the noise you hear, and the sound you like Are we just sinking in an ocean of faces?
It can't be possible that rain could fall
Only when it's over our heads
The sun is shining everyday, but it's far away
Over their world instead, they got,
They got all the right friends in all the right places,
So yeah, we're goin' down
They got all the right moves in all the right faces,
So yeah, we're goin' down
They say everybody knows, everybody knows where we're goin',
Yeah, we're goin' down
They say everybody knows, everybody knows where we're goin',
Yeah, we're goin' down (going down, going down, going down, going down)
It don't matter what you see, I know I could never be
Someone that'll look like you
It don't matter what you say, I know I could never face
Someone that could sound like you
All the right friends in all the right places,
So yeah, we're goin' down
They got all the right moves in all the right faces,
So yeah, we're goin' down
All the right friends in all the right places,
So yeah, we're goin' down
They got all the right moves in all the right faces,
So yeah, we're goin' down
They say everybody knows, everybody knows where we're goin',
Yeah, we're goin' down
They say everybody knows, everybody knows where we're goin',
Yeah, we're goin' down (going down, going down, going down)
Yeah we're going down
Yeah we're going down
All the right moves, hey
Yeah we're going down
They say all the right moves, hey
Yeah we're going down "
20,Animal,Neon Trees,2010,pop,"Here we go again
I kinda want to be more than friends
So take it easy on me
I'm afraid you're never satisfied Here we go again
We're sick like animals, we play pretend You're just a cannibal and I'm afraid I won't get out alive No, I won't sleep tonight
Oh oh
I want some more
Oh oh
What are you waiting for?
Take a bite of my heart tonight
Oh oh
I want some more
Oh oh
What are you waiting for? What are you waiting for?
Say goodbye to my heart tonight. Here we are again
I feel the chemicals kickin' in
It's getting heavy and I want to run and hide
I want to run and hide I do it every time
You're killin' me now
And I won't be denied by you, the animal inside of you. Oh oh
I want some more
Oh oh
What are you waiting for?
Take a bite of my heart tonight
Oh oh
I want some more Oh oh
What are you waiting for?
What are you waiting for?
Say goodbye to my heart tonight. Hush, hush, the world is quiet
Hush, hush, we both can't fight it It's us that made this mess
Why can't you understand?
Whoa, I won't sleep tonight
I won't sleep tonight
Here we go again Oh oh
I want some more
Oh oh
What are you waiting for?
Take a bite of my heart tonight
Oh oh I want some more
Oh oh
What are you waiting for?
What are you waiting for?
What are you waiting?
Here we go again, oh, oh Say goodbye to my heart tonight...
Oh oh
I want some more
Oh oh
What are you waiting for?
What are you waiting for?
Say goodbye to my heart tonight. "
21,Naturally,Selena Gomez & The Scene,2010,pop,"How you choose to express yourself
It's all your own, and I can tell
It comes naturally, it comes naturally
You follow what you feel inside
It's intuitive, you don't have to try
It comes naturally, mm, it comes naturally
And it takes my breath away (away, away)
What you do so naturally (naturally, naturally) You are the thunder and I am the lightning
And I love the way you
Know who you are, and to me it's exciting
When you know it's meant to be
Everything comes naturally, it comes naturally
When you're with me, baby
Everything comes naturally, it comes naturally
Bay-bay-baby (baby)
Bay-bay-baby (baby, baby) You have a way of moving me
A force of nature, your energy
It comes naturally (you know it does), it comes naturally, mm, yeah
And it takes my breath away (everytime) (away)
What you do so naturally You are the thunder and I am the lightning
And I love the way you
Know who you are, and to me it's exciting
When you know it's meant to be
Everything comes naturally, it comes naturally
When you're with me, baby
Everything comes naturally, it comes naturally
Bay-bay-baby (baby) When we collide sparks fly
When you look in my eyes
It takes my breath away Tou are, You are the thunder and I am the lightning
And I love the way you
Know who you are, and to me it's exciting
When you know it's meant to be
Everything comes naturally, it comes naturally
When you're with me, baby
Everything comes naturally, it comes naturally
Bay-bay-baby Naturally
Naturally
Naturally
Naturally
Naturally
Bay-bay-bay-baby
Naturally
Naturally
Naturally
Naturally
Naturally
Everything, baby, comes naturally
Naturally
Naturally
Everything, baby, comes naturally "
